county,fips,totalpop
Wheeler,48,5482
Wichita,48,131818
Wilbarger,48,12906
Willacy,48,21754
Williamson,48,527057
Wilson,48,48198
Winkler,48,7802
Wise,48,64639
Wood,48,43815
Yoakum,48,8571
Young,48,18114
Zapata,48,14369
Zavala,48,12131
Beaver,49,6443
Box Elder,49,53001
Cache,49,122336
Carbon,49,20356
Daggett,49,612
Davis,49,340621
Duchesne,49,20219
Emery,49,10248
Garfield,49,5017
Grand,49,9616
Iron,49,49691
Juab,49,10948
Kane,49,7350
Millard,49,12733
Morgan,49,11391
Piute,49,1904
Rich,49,2350
Salt Lake,49,1120805
San Juan,49,15281
Sanpete,49,29366
Sevier,49,21118
Summit,49,40511
Tooele,49,65185
Uintah,49,36323
Utah,49,590440
Wasatch,49,30523
Washington,49,160537
Wayne,49,2694
Weber,49,247731
Addison,50,36939
Bennington,50,35920
Caledonia,50,30425
Chittenden,50,162052
Essex,50,6208
Franklin,50,49025
Grand Isle,50,6965
Lamoille,50,25268
Orange,50,28937
Orleans,50,26911
Rutland,50,59273
Washington,50,58477
Windham,50,43150
Windsor,50,55427
Accomack,51,32742
Albemarle,51,106355
Alleghany,51,15286
Amelia,51,12854
Amherst,51,31882
Appomattox,51,15577
Arlington,51,231803
Augusta,51,74701
Bath,51,4393
Bedford,51,77908
Bland,51,6447
Botetourt,51,33222
Brunswick,51,16665
Buchanan,51,22138
Buckingham,51,17004
Campbell,51,55170
Caroline,51,30184
Carroll,51,29738
Charles City,51,6995
Charlotte,51,12095
Chesterfield,51,339447
Clarke,51,14365
Craig,51,5113
Culpeper,51,50450
Cumberland,51,9786
Dickenson,51,14960
Dinwiddie,51,28308
Essex,51,11036
Fairfax,51,1143529
Fauquier,51,69115
Floyd,51,15666
Fluvanna,51,26282
Franklin,51,56233
Frederick,51,85153
Giles,51,16814
Gloucester,51,37161
Goochland,51,22482
Grayson,51,15811
Greene,51,19410
Greensville,51,11659
Halifax,51,34779
Hanover,51,104449
Henrico,51,325642
Henry,51,51588
Highland,51,2214
Isle of Wight,51,36372
James City,51,74153
King and Queen,51,7052
King George,51,25890
King William,51,16497
Lancaster,51,10804
Lee,51,24134
Loudoun,51,385143
Louisa,51,35380
Lunenburg,51,12278
Madison,51,13139
Mathews,51,8796
Mecklenburg,51,30847
Middlesex,51,10700
Montgomery,51,97997
Nelson,51,14812
New Kent,51,21103
Northampton,51,11957
Northumberland,51,12223
Nottoway,51,15500
Orange,51,35612
Page,51,23749
Patrick,51,17859
Pittsylvania,51,61676
Powhatan,51,28574
Prince Edward,51,22956
Prince George,51,37894
Prince William,51,456749
Pulaski,51,34234
Rappahannock,51,7332
Richmond,51,8878
Roanoke,51,93583
Rockbridge,51,22509
Rockingham,51,79444
Russell,51,27408
Scott,51,22009
Shenandoah,51,43045
Smyth,51,31059
Southampton,51,17939
Spotsylvania,51,131412
Stafford,51,144012
Surry,51,6600
Sussex,51,11486
Tazewell,51,42080
Warren,51,39449
Washington,51,54406
Westmoreland,51,17638
Wise,51,39025
Wythe,51,28940
York,51,67587
Alexandria,51,156505
Bristol,51,16843
Buena Vista,51,6399
Charlottesville,51,47042
Chesapeake,51,237820
Colonial Heights,51,17593
Covington,51,5582
Danville,51,41512
Emporia,51,5381
Fairfax,51,23865
Falls Church,51,14067
Franklin,51,8211
Fredericksburg,51,28469
Galax,51,6638
Hampton,51,135583
Harrisonburg,51,53391
Hopewell,51,22408
Lexington,51,7110
Lynchburg,51,80131
Manassas,51,41457
Manassas Park,51,16423
Martinsville,51,13101
Newport News,51,180145
Norfolk,51,245592
Norton,51,3990
Petersburg,51,31827
Poquoson,51,12039
Portsmouth,51,95311
Radford,51,17630
Richmond,51,223787
Roanoke,51,99621
Salem,51,25519
Staunton,51,24452
Suffolk,51,89160
Virginia Beach,51,450135
Waynesboro,51,21926
Williamsburg,51,14788
Winchester,51,27789
Adams,53,19452
Asotin,53,22337
Benton,53,194168
Chelan,53,75757
Clallam,53,74487
Clark,53,465384
Columbia,53,4001
Cowlitz,53,105112
Douglas,53,41371
Ferry,53,7576
Franklin,53,90660
Garfield,53,2224
Grant,53,94860
Grays Harbor,53,71967
Island,53,81636
Jefferson,53,30856
King,53,2163257
Kitsap,53,262475
Kittitas,53,44825
Klickitat,53,21396
Lewis,53,76947
Lincoln,53,10435
Mason,53,62627
Okanogan,53,41638
Pacific,53,21281
Pend Oreille,53,13219
Pierce,53,859840
San Juan,53,16473
Skagit,53,123907
Skamania,53,11620
Snohomish,53,786620
Spokane,53,497875
Stevens,53,44214
Thurston,53,274684
Wahkiakum,53,4189
Walla Walla,53,60236
Whatcom,53,216812
Whitman,53,48593
Yakima,53,249325
Barbour,54,16730
Berkeley,54,113495
Boone,54,22817
Braxton,54,14282
Brooke,54,22772
Cabell,54,95318
Calhoun,54,7396
Clay,54,8785
Doddridge,54,8536
Fayette,54,44126
Gilmer,54,8205
Grant,54,11641
Greenbrier,54,35347
Hampshire,54,23363
Hancock,54,29680
Hardy,54,13842
Harrison,54,68209
Jackson,54,29018
Jefferson,54,56179
Kanawha,54,185710
Lewis,54,16276
Lincoln,54,21078
Logan,54,33801
McDowell,54,19217
Marion,54,56497
Marshall,54,31645
Mason,54,26939
Mercer,54,60486
Mineral,54,27278
Mingo,54,24741
Monongalia,54,105252
Monroe,54,13467
Morgan,54,17624
Nicholas,54,25324
Ohio,54,42547
Pendleton,54,7056
Pleasants,54,7507
Pocahontas,54,8531
Preston,54,33837
Putnam,54,56652
Raleigh,54,76232
Randolph,54,29065
Ritchie,54,9932
Roane,54,14205
Summers,54,13018
Taylor,54,16951
Tucker,54,7027
Tyler,54,8909
Upshur,54,24605
Wayne,54,40708
Webster,54,8518
Wetzel,54,15614
Wirt,54,5797
Wood,54,85556
Wyoming,54,21711
Adams,55,20073
Ashland,55,15712
Barron,55,45252
Bayfield,55,14992
Brown,55,259786
Buffalo,55,13167
Burnett,55,15258
Calumet,55,49807
Chippewa,55,63635
Clark,55,34491
Columbia,55,56954
Crawford,55,16288
Dane,55,529843
Dodge,55,87776
Door,55,27439
Douglas,55,43402
Dunn,55,44498
Eau Claire,55,102991
Florence,55,4337
Fond du Lac,55,102315
Forest,55,9018
Grant,55,51828
Green,55,36864
Green Lake,55,18757
Iowa,55,23620
Iron,55,5715
Jackson,55,20506
Jefferson,55,84652
Juneau,55,26419
Kenosha,55,168330
Kewaunee,55,20360
La Crosse,55,117850
Lafayette,55,16735
Langlade,55,19164
Lincoln,55,27848
Manitowoc,55,79407
Marathon,55,135264
Marinette,55,40537
Marquette,55,15207
Menominee,55,4579
Milwaukee,55,954209
Monroe,55,45502
Oconto,55,37556
Oneida,55,35345
Outagamie,55,184754
Ozaukee,55,88284
Pepin,55,7262
Pierce,55,41603
Polk,55,43349
Portage,55,70599
Price,55,13490
Racine,55,195398
Richland,55,17539
Rock,55,161769
Rusk,55,14183
St. Croix,55,87917
Sauk,55,63596
Sawyer,55,16370
Shawano,55,41009
Sheboygan,55,115205
Taylor,55,20356
Trempealeau,55,29438
Vernon,55,30516
Vilas,55,21593
Walworth,55,103013
Washburn,55,15689
Washington,55,134535
Waukesha,55,398879
Waupaca,55,51444
Waushara,55,24116
Winnebago,55,169926
Wood,55,73274
Albany,56,38102
Big Horn,56,11901
Campbell,56,47708
Carbon,56,15477
Converse,56,13997
Crook,56,7410
Fremont,56,40076
Goshen,56,13438
Hot Springs,56,4680
Johnson,56,8515
Laramie,56,97692
Lincoln,56,19011
Natrona,56,80610
Niobrara,56,2448
Park,56,29121
Platte,56,8673
Sheridan,56,30012
Sublette,56,9951
Sweetwater,56,44117
Teton,56,23059
Uinta,56,20609
Washakie,56,8129
Weston,56,7100
Adjuntas Municipio,72,18181
Aguada Municipio,72,38643
Aguadilla Municipio,72,54166
Aguas Buenas Municipio,72,26275
Aibonito Municipio,72,23457
A�asco Municipio,72,27368
Arecibo Municipio,72,87242
Arroyo Municipio,72,18111
Barceloneta Municipio,72,24299
Barranquitas Municipio,72,28755
Bayam�n Municipio,72,182955
Cabo Rojo Municipio,72,49005
Caguas Municipio,72,131363
Camuy Municipio,72,32222
Can�vanas Municipio,72,46108
Carolina Municipio,72,157453
Cata�o Municipio,72,24888
Cayey Municipio,72,44530
Ceiba Municipio,72,11853
Ciales Municipio,72,16912
Cidra Municipio,72,40343
Coamo Municipio,72,39265
Comer�o Municipio,72,19539
Corozal Municipio,72,34165
Culebra Municipio,72,1314
Dorado Municipio,72,37208
Fajardo Municipio,72,32001
Florida Municipio,72,11910
Gu�nica Municipio,72,16783
Guayama Municipio,72,41706
Guayanilla Municipio,72,19008
Guaynabo Municipio,72,88663
Gurabo Municipio,72,46894
Hatillo Municipio,72,40390
Hormigueros Municipio,72,16180
Humacao Municipio,72,53466
Isabela Municipio,72,42420
Jayuya Municipio,72,14906
Juana D�az Municipio,72,46960
Juncos Municipio,72,39128
Lajas Municipio,72,23315
Lares Municipio,72,26451
Las Mar�as Municipio,72,8599
Las Piedras Municipio,72,37768
Lo�za Municipio,72,26463
Luquillo Municipio,72,18547
Manat� Municipio,72,39692
Maricao Municipio,72,6202
Maunabo Municipio,72,11023
Mayag�ez Municipio,72,77255
Moca Municipio,72,36872
Morovis Municipio,72,31320
Naguabo Municipio,72,26266
Naranjito Municipio,72,28557
Orocovis Municipio,72,21407
Patillas Municipio,72,17334
Pe�uelas Municipio,72,20984
Ponce Municipio,72,143926
Quebradillas Municipio,72,24036
Rinc�n Municipio,72,14269
R�o Grande Municipio,72,50550
Sabana Grande Municipio,72,23054
Salinas Municipio,72,28633
San Germ�n Municipio,72,32114
San Juan Municipio,72,344606
San Lorenzo Municipio,72,37873
San Sebasti�n Municipio,72,37964
Santa Isabel Municipio,72,22066
Toa Alta Municipio,72,73405
Toa Baja Municipio,72,79726
Trujillo Alto Municipio,72,67780
Utuado Municipio,72,29402
Vega Alta Municipio,72,37724
Vega Baja Municipio,72,53371
Vieques Municipio,72,8771
Villalba Municipio,72,22993
Yabucoa Municipio,72,34149
Yauco Municipio,72,36439
New York City,36,8443713
Kansas City Combo,29,1132669
